CD_OPERACAO;DT_INICIO;DT_FIM;NM_EMPRESA;NM_MESA;NM_ESTRATEGIA;NM_CENTRALIZADOR;NM_GESTOR;NM_SUBGESTOR;NM_SUBPRODUTO;NM_CARACTERISTICA;CD_ATIVO_OBJETO;QUANTIDADE;ID_PRECO
722784394;04/01/2018;30/07/2018;empddd;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-88,7243586;10924
722784395;04/01/2018;31/07/2018;empddd;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-11,26385259;7829
722784398;04/01/2018;03/08/2018;empddd;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-21,23650164;10924
722784408;04/01/2018;20/08/2018;empddd;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-55,10910415;10924
722784415;04/01/2018;29/08/2018;empddd;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-16,09575152;10924
722912860;04/01/2018;07/11/2019;empeee;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpiii;carac;cdat;15000000;7862
722912861;04/01/2018;23/01/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpggg;carac;cdat;-2,52;7829
722912864;04/01/2018;16/01/2018;empeee;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpiii;carac;cdat;-15000000;7862
722912871;04/01/2018;02/05/2018;empaaa;mesaccc;estaaa;centaaa;gestaaa;subaaa;subphhh;carac;cdat;11500000;7829
722912883;04/01/2018;06/03/2018;empeee;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpiii;carac;cdat;-50000000;7862
722912885;04/01/2018;23/11/2018;empaaa;mesaccc;estaaa;centaaa;gestaaa;subaaa;subphhh;carac;cdat;4000000;7860
722912887;04/01/2018;19/03/2018;empaaa;mesaccc;estaaa;centaaa;gestaaa;subaaa;subphhh;carac;cdat;-5000000;7829
722912891;04/01/2018;30/07/2018;empaaa;mesaccc;estaaa;centaaa;gestaaa;subaaa;subphhh;carac;cdat;56183,94;7860
722912898;04/01/2018;13/04/2018;empeee;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpiii;carac;cdat;-3250000;7846
722912902;04/01/2018;18/01/2018;empeee;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpiii;carac;cdat;36250000;7862
722912904;04/01/2018;16/01/2018;empeee;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpiii;carac;cdat;-5000000000;7865
722912910;04/01/2018;25/05/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subphhh;carac;cdat;11682622;7829
722912912;04/01/2018;24/04/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subphhh;carac;cdat;771914,5;7860
722912919;04/01/2018;30/07/2018;empaaa;mesaccc;estaaa;centaaa;gestaaa;subaaa;subphhh;carac;cdat;-500000;7829
722912921;04/01/2018;20/02/2018;empeee;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpiii;carac;cdat;-12500000;7862
722912925;04/01/2018;19/02/2018;empfff;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpjjjj;carac;cdat;0;7829
722912934;04/01/2018;19/02/2018;empfff;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpjjjj;carac;cdat;-3000;7829
722912958;04/01/2018;02/04/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpqqq;carac;cdat;-1000000;7860
722912988;04/01/2018;02/01/2019;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpqqq;carac;cdat;-25000000;7829
722912991;04/01/2018;17/12/2018;empfff;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpjjjj;carac;cdat;0;7829
722913001;04/01/2018;31/01/2018;empddd;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpkkkk;carac;cdat;-127,5;10911
722913008;04/01/2018;16/07/2018;empfff;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpjjjj;carac;cdat;0;7829
722913010;04/01/2018;03/12/2019;empeee;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpiii;carac;cdat;-6250000;7862
722913010;04/01/2018;03/12/2019;empeee;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpiii;carac;cdat;-6250000;7865
722913013;04/01/2018;09/02/2018;empeee;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpiii;carac;cdat;-25000000;7865
722913031;04/01/2018;23/04/2018;empaaa;mesaccc;estaaa;centaaa;gestaaa;subaaa;subphhh;carac;cdat;250000;7829
722913045;04/01/2018;01/08/2018;empeee;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpiii;carac;cdat;6000000;7829
722913062;04/01/2018;15/02/2018;empeee;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpiii;carac;cdat;10000000;7862
722913076;04/01/2018;15/01/2018;empfff;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpjjjj;carac;cdat;0;7829
722913082;04/01/2018;15/01/2018;empfff;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpjjjj;carac;cdat;0;7829
722784419;04/01/2018;06/09/2018;empddd;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-12,77615156;10924
722784422;04/01/2018;12/09/2018;empddd;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-5,2574515;10924
722784425;04/01/2018;14/09/2018;empddd;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-10,51845066;10924
722784432;04/01/2018;24/09/2018;empddd;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-19,9824016;7829
722784433;04/01/2018;25/09/2018;empddd;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-28,63830327;7829
722784437;04/01/2018;13/09/2019;empddd;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-298,5431811;7829
722784438;04/01/2018;13/09/2019;empddd;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-37,82475166;7829
722784446;04/01/2018;19/09/2019;empddd;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-48,87030393;7829
722784460;04/01/2018;04/10/2019;empddd;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-61,78730755;7829
722784467;04/01/2018;10/10/2019;empddd;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-69,4336041;7829
722784472;04/01/2018;18/10/2019;empddd;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-81,9554541;10924
722784479;04/01/2018;25/10/2019;empddd;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-35,57485111;10924
722784480;04/01/2018;28/10/2019;empddd;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-103,3570856;70512
722784482;04/01/2018;28/10/2019;empddd;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-81,1109018;10924
722784492;04/01/2018;11/11/2019;empddd;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-56,56010225;10924
722784493;04/01/2018;11/11/2019;empddd;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-77,8673527;10924
722784494;04/01/2018;13/11/2019;empddd;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-47,3885016;10924
722784503;04/01/2018;28/11/2019;empddd;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-6,697400145;7829
722784509;04/01/2018;15/08/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;24,27821054;14196
722784528;04/01/2018;15/08/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;133,5803454;14196
722784530;04/01/2018;15/08/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;47,8886958;14196
722784533;04/01/2018;15/08/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;38,84776507;7829
722784541;04/01/2018;15/08/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;100,4750314;7829
722784543;04/01/2018;15/08/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;29,99624116;7829
722784547;04/01/2018;15/08/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;60,391444;14196
722784550;04/01/2018;15/08/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;145,3743455;7829
722784559;04/01/2018;15/08/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;57,7284877;7829
722779810;04/01/2018;09/03/2018;empaaa;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;712862,5;7829
722779815;04/01/2018;13/03/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;25000;7860
722779819;04/01/2018;20/03/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;59020;7860
722779839;04/01/2018;04/04/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;20000;7829
722779843;04/01/2018;05/04/2018;empaaa;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;100000;7860
722779848;04/01/2018;05/04/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;115200;7860
722779863;04/01/2018;15/08/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-35,67154086;14196
722779864;04/01/2018;15/08/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-105,2007246;14196
722779869;04/01/2018;15/08/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-417,9310311;14196
722779880;04/01/2018;15/08/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-166,1737904;7829
722779881;04/01/2018;15/08/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-61,43970855;7829
722779886;04/01/2018;15/08/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-30,83235253;7829
722779892;04/01/2018;15/08/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-35,66508813;7829
722779896;04/01/2018;15/08/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-453,2591398;7829
722779897;04/01/2018;15/08/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-182,0655209;14196
722779902;04/01/2018;15/08/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-99,0210116;14196
722779905;04/01/2018;15/08/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-202,9167687;7829
722779907;04/01/2018;15/08/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-601,017994;7829
722779908;04/01/2018;15/08/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-172,2477563;14196
722779914;04/01/2018;15/08/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-78,46921075;7829
722779918;04/01/2018;15/08/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-134,6711261;7829
722779937;04/01/2018;02/04/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-403,0565403;7841
722779939;04/01/2018;02/04/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-233,7644447;7829
722779945;04/01/2018;06/04/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-135,8501754;7829
722779963;04/01/2018;19/04/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-516,980936;7829
722779970;04/01/2018;26/04/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;188,6927984;7841
722780000;04/01/2018;06/03/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-0,08279291;7829
722780014;04/01/2018;10/03/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-0,554806145;7829
722780035;04/01/2018;17/03/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-2,283359315;7829
722780044;04/01/2018;23/03/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;1,460289395;7829
722783245;04/01/2018;18/05/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-0,170839075;7829
722783249;04/01/2018;25/05/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-0,17073601;7829
722783255;04/01/2018;01/06/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;0,028373325;7829
722783281;04/01/2018;28/10/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;15,09831971;7829
722783296;04/01/2018;04/11/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-33,0286189;7829
722783321;04/01/2018;16/11/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-21,07352489;7829
722783329;04/01/2018;19/11/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-4,411378375;7829
722783332;04/01/2018;15/08/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-5961,412695;7829
722783336;04/01/2018;15/08/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;3098,863985;14196
722783355;04/01/2018;15/08/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-8273,032435;7829
722783357;04/01/2018;15/08/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;3609,29138;7829
722783380;04/01/2018;15/08/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-1590,405739;14196
722783398;04/01/2018;15/05/2019;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-679,0089265;14196
722783412;04/01/2018;15/05/2019;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-365,8277732;7829
722783413;04/01/2018;15/05/2019;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-1083,839122;14196
722783416;04/01/2018;15/05/2019;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-944,6148435;7829
722783417;04/01/2018;15/05/2019;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-584,5251805;7829
722783422;04/01/2018;15/05/2019;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-429,8254772;14196
722783437;04/01/2018;15/05/2019;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-6,376278545;7829
722783438;04/01/2018;15/05/2019;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-300,9561421;7829
722783441;04/01/2018;15/05/2019;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-10,94227083;7829
722783444;04/01/2018;15/05/2019;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-35,10102214;14196
722783456;04/01/2018;15/05/2019;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-398,5365043;14196
722783459;04/01/2018;17/08/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-5,93254619;7829
722783473;04/01/2018;17/08/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;29,35200744;14196
722783478;04/01/2018;17/08/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;12,62821302;7829
722783486;04/01/2018;17/08/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;31,82155934;7829
722783495;04/01/2018;17/08/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;18,81305938;14196
722913083;04/01/2018;15/01/2018;empfff;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpjjjj;carac;cdat;0;7829
722913084;04/01/2018;19/03/2018;empfff;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpjjjj;carac;cdat;0;7829
722913085;04/01/2018;19/02/2018;empfff;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpjjjj;carac;cdat;-3000;7829
722913092;04/01/2018;19/02/2018;empfff;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpjjjj;carac;cdat;5000;7829
722913106;04/01/2018;19/02/2018;empfff;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpjjjj;carac;cdat;0;7829
722913124;04/01/2018;21/02/2018;empaaa;mesaccc;estaaa;centaaa;gestaaa;subaaa;subphhh;carac;cdat;7500000;7860
722913130;04/01/2018;01/06/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subphhh;carac;cdat;2446000;7829
722913131;04/01/2018;20/07/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subphhh;carac;cdat;5762563;7860
722913137;04/01/2018;15/01/2018;empfff;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpjjjj;carac;cdat;0;7829
722913139;04/01/2018;15/01/2018;empfff;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpjjjj;carac;cdat;0;7829
722913162;04/01/2018;02/02/2018;empaaa;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpyyy;carac;cdat;-62,5;7829
722913165;04/01/2018;02/05/2018;empaaa;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpyyy;carac;cdat;62,5;14170
722913176;04/01/2018;30/01/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subphhh;carac;cdat;250000;7829
722913178;04/01/2018;15/02/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subphhh;carac;cdat;-75000;7860
722913190;04/01/2018;22/01/2018;empaaa;mesaccc;estaaa;centaaa;gestaaa;subaaa;subphhh;carac;cdat;5000000;7860
722913195;04/01/2018;21/02/2018;empeee;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpiii;carac;cdat;10000000;7862
722913196;04/01/2018;21/02/2018;empeee;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpiii;carac;cdat;-10000000;7829
722913197;04/01/2018;05/02/2018;empeee;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpiii;carac;cdat;5000000;7829
722913202;04/01/2018;05/02/2018;empeee;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpiii;carac;cdat;10000000;7829
722913205;04/01/2018;08/02/2018;empeee;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpiii;carac;cdat;48500000;7865
722913230;04/01/2018;19/03/2018;empfff;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpjjjj;carac;cdat;0;7829
722913233;04/01/2018;31/01/2018;empddd;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpkkkk;carac;cdat;128,5;7829
722913236;04/01/2018;01/02/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpqqq;carac;cdat;50000000;7860
722913238;04/01/2018;01/02/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpqqq;carac;cdat;-50000000;7860
722913239;04/01/2018;19/03/2018;empfff;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpjjjj;carac;cdat;150000;7829
722913253;04/01/2018;19/03/2018;empfff;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpjjjj;carac;cdat;-250000;7829
722913265;04/01/2018;19/11/2018;empfff;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpjjjj;carac;cdat;0;7829
722913286;04/01/2018;16/04/2018;empfff;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpjjjj;carac;cdat;0;7829
722913303;04/01/2018;19/02/2018;empfff;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpjjjj;carac;cdat;-3000;7829
722782471;04/01/2018;15/08/2022;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-74,4477157;7829
722782483;04/01/2018;15/08/2022;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-80,50259455;14196
722782487;04/01/2018;15/08/2022;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-7,886579325;7829
722782493;04/01/2018;15/08/2022;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-63,38014805;7829
722782497;04/01/2018;15/08/2022;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-118,6712815;14196
722782499;04/01/2018;15/08/2022;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-157,0017865;14196
722782501;04/01/2018;15/08/2022;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-46,87497394;14196
722782503;04/01/2018;15/08/2022;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-187,5284669;7829
722782504;04/01/2018;15/08/2022;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-60,35932115;14196
722782506;04/01/2018;15/08/2022;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-80,5045738;14196
722782512;04/01/2018;15/08/2022;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-100,678408;7829
722782531;04/01/2018;15/08/2022;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;2134,355332;7829
722782537;04/01/2018;10/10/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-3,28716688;7841
722782546;04/01/2018;17/10/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-36,23448867;7841
722782550;04/01/2018;18/10/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-134,4714443;7829
722782552;04/01/2018;22/10/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;26,11306958;7829
722782557;04/01/2018;06/11/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-0,00067733;7829
722782560;04/01/2018;07/11/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;0,680056525;7841
722782564;04/01/2018;14/11/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-32,31410072;7829
722782570;04/01/2018;30/11/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-29,0931001;7829
722782573;04/01/2018;31/12/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;26,82549542;7841
722782591;04/01/2018;13/03/2019;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;20,40671734;7829
722782592;04/01/2018;13/03/2019;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-20,40671734;7841
722782601;04/01/2018;09/05/2019;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;19,90509714;7829
722782606;04/01/2018;21/06/2019;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-21,58285153;7841
722782612;04/01/2018;12/06/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-0,128308775;7829
722782619;04/01/2018;22/06/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;0,04275769;7829
722782621;04/01/2018;22/06/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;1,62154876;7829
722913316;04/01/2018;20/07/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subphhh;carac;cdat;-5762563;7829
722913317;04/01/2018;19/09/2018;empeee;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpiii;carac;cdat;25000000;7862
722913320;04/01/2018;19/12/2019;empeee;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpiii;carac;cdat;5500000;7829
722913325;04/01/2018;21/06/2018;empeee;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpiii;carac;cdat;-10000000;7829
722913334;04/01/2018;08/01/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpggg;carac;cdat;-22,5;7829
722913335;04/01/2018;13/12/2018;empeee;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpiii;carac;cdat;10000000;7865
722913337;04/01/2018;05/04/2018;empeee;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpiii;carac;cdat;2500000;7865
722913344;04/01/2018;30/04/2018;empeee;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpiii;carac;cdat;15000000;7862
722913351;04/01/2018;22/05/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subphhh;carac;cdat;-2000000;7860
722913352;04/01/2018;23/02/2018;empeee;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpiii;carac;cdat;5000000;7865
722913355;04/01/2018;23/04/2018;empaaa;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpddd;carac;cdat;500;7862
722913355;04/01/2018;23/04/2018;empaaa;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpddd;carac;cdat;500;14173
722913360;04/01/2018;11/10/2018;empaaa;mesaccc;estaaa;centaaa;gestaaa;subaaa;subphhh;carac;cdat;-7745762,71;7860
722913381;04/01/2018;02/01/2019;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpqqq;carac;cdat;-25000000;7829
722913386;04/01/2018;16/04/2018;empfff;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpjjjj;carac;cdat;0;7829
722913390;04/01/2018;17/09/2018;empfff;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpjjjj;carac;cdat;245000;7829
722913393;04/01/2018;01/03/2018;empfff;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpqqq;carac;cdat;-15000000;7860
722913403;04/01/2018;16/07/2018;empfff;mesaddd;estaaa;centaaa;gestaaa;subaaa;subpjjjj;carac;cdat;0;7829
722913420;04/01/2018;17/07/2018;empaaa;mesaccc;estaaa;centaaa;gestaaa;subaaa;subphhh;carac;cdat;-5000000;7860
